category,niagara_personal_chars,niagara_personal_chars_alias,l1,l2,markets,generic_tag,retailers_name_tag,retailers_div_req,item,upc,brand,package_material_substance,package_general_shape,flavor,base_size,outer_pack_size,product_size,total_size,bp_concat_flavor,protein_presence_claim,bc_protein_total_store,pack_type,derived_outer_multipack_count,prc_acv,acv,tdp,avg_of_items,avg_eq_price,sales,units,eq,no_promo_unit_price,any_promo_unit_price,feat_n_disp_unit_price,feat_or_disp_unit_price,feat_wo_disp_unit_price,disp_wo_feat_unit_price,any_promo_prc_acv,no_promo_prc_acv,disp_wo_feat_prc_acv,feat_wo_disp_prc_acv,feat_n_disp_prc_acv,price_decr_only_prc_acv,any_promo_tdp,no_promo_tdp,disp_wo_feat_tdp,feat_wo_disp_tdp,feat_n_disp_tdp,price_decr_only_tdp,periods,week_ending,year,month,week_of_year,aup,median_baseprice,tpr_discount,seasonality_index,seasonality_peak_flag,seasonality_rolling_peak_flag,promo_flag,Holiday,Holiday_4th_of_July,Holiday_Juneteenth,Holiday_Martin_Luther_King_Jr_Day,Holiday_Thanksgiving_Day,Holiday_Independence_Day,Holiday_Halloween,Holiday_Washington_s_Birthday,Holiday_Valentine_s_Day,Holiday_Western_Easter,Holiday_Eastern_Easter,Holiday_Memorial_Day,Holiday_Veterans_Day,Holiday_Valentine_s_Day_n_Washington_s_Birthday,Holiday_New_Year_s_Day,Holiday_Labor_Day,Holiday_Eastern_Easter_n_Western_Easter,Holiday_Christmas_Day,Holiday_Columbus_Day,Holiday_clubbed
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,H2O ASRTD DRNK WTR BTL 24PK 16.9 FL OZ,081396215904,H2O+ (NIAGARA BOTTLING LLC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,2.1963,2.1963,2.1963,1.0,2.4398,2555.6324558111839664,495.8558331738191952,1047.49545299986344544,5.142,5.49,,5.49,,5.49,0.2774,1.9189,0.2774,0.0,0.0,0.0,0.2774,1.9189,0.2774,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,5.153982841047517,5.153982841047517,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS CSC DRNK WTR BTL 20 FL OZ,081774800004,CRYSTAL CASCADE (COLUMBIA BEVERAGE CO),PLASTIC,BOTTLE,UNFLAVORED,20 FLUID OUNCE,NOT APPLICABLE,20 FLUID OUNCE,20 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.1612,1.1612,1.1612,1.0,12.5739,646.81848407355810216,493.8373617185052032,51.44138461878376456,1.3322,0.9711,,,,,0.2196,0.9416,0.0,0.0,0.0,0.2196,0.2196,0.9416,0.0,0.0,0.0,0.2196,1 w/e 02/21/26,2026-02-21,2026,2,8,1.309780373487121,1.309780373487121,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS CSC DRNK WTR BTL 33.8 FL OZ,081774800005,CRYSTAL CASCADE (COLUMBIA BEVERAGE CO),PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.7618,0.7618,0.7618,1.0,7.6252,643.6348277479654864,479.47978563492701192,84.4084219737752516,1.3424,,,,,,0.0,0.7618,0.0,0.0,0.0,0.0,0.0,0.7618,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.3423607147393386,1.3423607147393386,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS CSC CLRW SPRN DRNK WTR JUG 128 FL OZ,081774800006,CRYSTAL CASCADE (COLUMBIA BEVERAGE CO),PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.552,0.552,0.552,1.0,4.1462,1151.7393787885321888,416.6764663874757928,277.78431815187772264,2.7641,,,,,,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.552,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,2.7641094990891726,2.7641094990891726,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS CSC DRNK WTR BTL 16.9 FL OZ,081774824246,CRYSTAL CASCADE (COLUMBIA BEVERAGE CO),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.4384,0.4384,0.4384,1.0,80.2083,1468.54209437388748064,208.00881691777612632,18.30909710877183448,7.06,,,,,,0.0,0.4384,0.0,0.0,0.0,0.0,0.0,0.4384,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,7.0599992641388267,7.0599992641388267,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CR HYD ASRTD NTRN ENHN WTR BVRG BTL 6PK 30.4 FL OZ,081985802002,"CORE HYDRATION (CORE NUTRITION, LLC)",PLASTIC,BOTTLE,UNFLAVORED,30.4 FLUID OUNCE,6 COUNT,30.4 FLUID OUNCE,30.4 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,42.3515,42.3515,42.3515,1.0,11.7753,9236.480934119583636,825.677321074362836,784.39346586098548536,11.1666,11.3296,,,,,4.7162,37.6773,0.0,0.0,0.0,4.7162,4.7162,37.6354,0.0,0.0,0.0,4.7162,1 w/e 02/21/26,2026-02-21,2026,2,8,11.186550360982629,11.186550360982629,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CR HYD LMN EXTR INFS WTH RL LMN EXTR LI ZR CLRS ENHN WTR BTL 23.9 FL OZ,081985802060,"CORE HYDRATION (CORE NUTRITION, LLC)",PLASTIC,BOTTLE,UNFLAVORED,23.9 FLUID OUNCE,NOT APPLICABLE,23.9 FLUID OUNCE,23.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0613,0.0613,0.0613,1.0,14.8629,16.0142186439648448,8.6557953149254368,1.07744315191497472,1.8501,,,,,,0.0,0.0613,0.0,0.0,0.0,0.0,0.0,0.0613,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.8501152189159404,2.2156887929853406,16.499319544638723,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CR HYD INFS WTH RL LMN EXTR LI PNK GRPF EXTR NTRN ENHN WTR BTL 23.9 FL OZ,081985802064,"CORE HYDRATION (CORE NUTRITION, LLC)",PLASTIC,BOTTLE,UNFLAVORED,23.9 FLUID OUNCE,NOT APPLICABLE,23.9 FLUID OUNCE,23.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0872,0.0872,0.0872,1.0,15.7057,15.1288880115508076,7.73850735785905992,0.9632726827024776,1.955,,,,,,0.0,0.0872,0.0,0.0,0.0,0.0,0.0,0.0872,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.9550137141352251,2.0528563891020721,4.76617241645646,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CR HYD PRFC PH 7 4 ELCT TST DRNK WTR BTL 12PK 30.4 FL OZ,081985802075,"CORE HYDRATION (CORE NUTRITION, LLC)",PLASTIC,BOTTLE,UNFLAVORED,30.4 FLUID OUNCE,12 COUNT,30.4 FLUID OUNCE,30.4 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,12,7.1747,7.1747,7.1747,1.0,10.5162,2300.274786452829128,115.12444088280078232,218.73639648402648,20.7456,17.9269,,,,,2.4693,4.7053,0.0,0.0,0.0,2.4693,2.4693,4.7053,0.0,0.0,0.0,2.4693,1 w/e 02/21/26,2026-02-21,2026,2,8,19.9807683652037,21.037827632609726,5.024564731044423,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,FLW WTH NTRL OCRN ELCT SPRN WTR BOX 25.3 FL OZ,084027700035,FLOW (FLOW WATER INC),COATED CARDBOARD,BOX,UNFLAVORED,25.3 FLUID OUNCE,NOT APPLICABLE,25.3 FLUID OUNCE,25.3 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.001,0.001,0.001,1.0,9.4841,0.271008519779,0.21682849650478232,0.02857513832549776,1.25,,,,,,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.24987501249875,1.24987501249875,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,LQD DTH RCKY BL RDG MNTN MNTN DRNK WTR CAN 6PK 12 FL OZ,084044220000,LIQUID DEATH (SUPPLYING DEMAND INC),ALUMINUM,CAN,UNFLAVORED,12 FLUID OUNCE,6 COUNT,12 FLUID OUNCE,12 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,37.386,37.386,37.386,1.0,18.5361,5858.00620988046732608,842.7517250477031288,316.03190231305906888,7.1193,6.351,,,,,6.5441,30.8419,0.0,0.0,0.0,6.5441,6.5441,30.842,0.0,0.0,0.0,6.5441,1 w/e 02/21/26,2026-02-21,2026,2,8,6.9510462402778,6.9510462402778,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,LQD DTH RCKY BL RDG MNTN MNTN DRNK WTR CAN 12PK 12 FL OZ,084044220001,LIQUID DEATH (SUPPLYING DEMAND INC),ALUMINUM,CAN,UNFLAVORED,12 FLUID OUNCE,12 COUNT,12 FLUID OUNCE,12 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,12,0.0394,0.0394,0.0394,1.0,15.9733,2.597345653561936,0.21682849650478232,0.1626051118674,11.98,,,,,,0.0,0.0394,0.0,0.0,0.0,0.0,0.0,0.0394,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,11.978802119788021,11.978802119788021,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,VAI WAI FJ ARTS WTR BTL 16.9 FL OZ,085000251001,VAI WAI (PLEASS GLOBAL LTD),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0252,0.0252,0.0252,1.0,16.9276,17.30599701400263504,11.6147747372804704,1.0223525400142996,1.49,,,,,,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.4899985066825951,1.4899985066825951,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,VAI WAI ARTS WTR BTL 33.8 FL OZ,085000251002,VAI WAI (PLEASS GLOBAL LTD),PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0252,0.0252,0.0252,1.0,16.9848,8.682028939640044,2.90371536500169992,0.51114374898477632,2.99,,,,,,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,2.9899724484996004,2.9899724484996004,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,BDYR ASRTD SPRT WTR BTL 6PK 33.8 FL OZ,085000994283,BODYARMOR (BA SPORTS NUTRITION LLC),PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,6 COUNT,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,23.1103,23.1103,23.1103,1.0,9.6578,3536.08061782453863504,346.6391926039492648,366.13764854296400984,10.1923,10.3034,,,,,1.626,21.4843,0.0,0.0,0.0,1.626,1.626,21.4843,0.0,0.0,0.0,1.626,1 w/e 02/21/26,2026-02-21,2026,2,8,10.20104100537953,10.20104100537953,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,PTH ALKL PH 9 5 PLS WTH ELCT TST DRNK WTR BTL 20.3 FL OZ,085001350009,PATH (REFILL IT INC),ALUMINUM,BOTTLE,UNFLAVORED,20.3 FLUID OUNCE,NOT APPLICABLE,20.3 FLUID OUNCE,20.3 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2249,0.2249,0.2249,1.0,28.3747,20.8134543190272,6.9378181063424,0.73352249997463256,,3.0,,3.0,3.0,,0.2249,0.0,0.0,0.2249,0.0,0.0,0.2249,0.0,0.0,0.2249,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,3.0,3.4900019230769233,14.040161979192211,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,PTHW ALKL WTR PH 9.5 PLS ELCT TST DRNK WTR BTL 25 FL OZ,085001350010,PATHWATER (REFILL IT INC),ALUMINUM,BOTTLE,UNFLAVORED,25 FLUID OUNCE,NOT APPLICABLE,25 FLUID OUNCE,25 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,6.9703,6.9703,6.9703,1.0,25.9503,1603.09229587035748904,474.43599187161608712,61.7755248563597572,3.4149,2.2482,,1.6978,,1.6978,0.1926,6.7776,0.1486,0.0,0.0,0.0441,0.1926,6.7776,0.1486,0.0,0.0,0.0441,1 w/e 02/21/26,2026-02-21,2026,2,8,3.3789432575430731,3.49926922295494,3.4386026837414319,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,PTH WTH ELCT ADD TST DRNK WTR BTL 25 FL OZ,085001350063,PATH (REFILL IT INC),ALUMINUM,BOTTLE,UNFLAVORED,25 FLUID OUNCE,NOT APPLICABLE,25 FLUID OUNCE,25 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.963,0.963,0.963,1.0,21.6428,175.55771474239910832,62.29707533250404712,8.11156684584604016,3.664,2.1062,,,,,0.2534,0.7096,0.0,0.0,0.0,0.2534,0.2534,0.7096,0.0,0.0,0.0,0.2534,1 w/e 02/21/26,2026-02-21,2026,2,8,2.8180731407594726,2.9543631314880066,4.6131766699880838,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,MNNL WTH ELCT TST DRNK WTR BTL 6PK 16 FL OZ,085002087722,MANANALU (MANANALU LLC),ALUMINUM,BOTTLE,UNFLAVORED,16 FLUID OUNCE,6 COUNT,16 FLUID OUNCE,16 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,11.988801119888011,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,WRD DRNK WTR CAN 16 FL OZ,085002106608,WEIRD (WEIRD BEVERAGES LLC),ALUMINUM,CAN,UNFLAVORED,16 FLUID OUNCE,NOT APPLICABLE,16 FLUID OUNCE,16 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,2.1899874245649533,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,JST WTR SPRN BTL 22 FL OZ,085003141823,JUST WATER (JUST GOODS INC),ALUMINUM,BOTTLE,UNFLAVORED,22 FLUID OUNCE,NOT APPLICABLE,22 FLUID OUNCE,22 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2529,0.2529,0.2529,1.0,28.587,22.72571211526940632,6.9378181063424,0.79494387089734512,3.3472,2.8792,,,,,0.0406,0.2122,0.0,0.0,0.0,0.0406,0.0406,0.2122,0.0,0.0,0.0,0.0406,1 w/e 02/21/26,2026-02-21,2026,2,8,3.275628125,3.275628125,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,LQD DTH ARTS MNTN WTR CAN 19.2 FL OZ,085003170007,LIQUID DEATH (SUPPLYING DEMAND INC),ALUMINUM,CAN,UNFLAVORED,19.2 FLUID OUNCE,NOT APPLICABLE,19.2 FLUID OUNCE,19.2 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,29.2492,29.2492,29.2493,1.0,20.9817,3316.4952708917932508,1580.66068220075225352,158.0660443713254848,2.1554,1.929,,2.0457,,2.0457,5.8212,23.4281,2.3632,0.0,0.0,3.458,5.8211,23.4282,2.3632,0.0,0.0,3.458,1 w/e 02/21/26,2026-02-21,2026,2,8,2.0981702829947286,2.0981702829947286,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,LQD DTH ARTS MNTN WTR CAN 8PK 19.2 FL OZ,085003170031,LIQUID DEATH (SUPPLYING DEMAND INC),ALUMINUM,CAN,UNFLAVORED,19.2 FLUID OUNCE,8 COUNT,19.2 FLUID OUNCE,19.2 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,8,0.1301,0.1301,0.1301,1.0,19.4806,114.15704887059766392,7.3250350794026352,5.86002806352210816,15.5845,,,,,,0.0,0.1301,0.0,0.0,0.0,0.0,0.0,0.1301,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,15.58450541644468,15.58450541644468,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,BRD & THR PH 8 PLS DRNK WTR CAN 16 FL OZ,085004530701,BORED & THIRSTY (BOREDROOM LLC),ALUMINUM,CAN,UNFLAVORED,16 FLUID OUNCE,NOT APPLICABLE,16 FLUID OUNCE,16 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.7481,0.7481,0.7481,1.0,20.6144,32.60338728281123368,18.97907353102868712,1.58158404074866168,1.9634,1.3312,,,,,0.3195,0.4286,0.0,0.0,0.0,0.3195,0.3195,0.4286,0.0,0.0,0.0,0.3195,1 w/e 02/21/26,2026-02-21,2026,2,8,1.7178597906535478,2.013387546327809,14.678135673048665,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ZS 9.5 PLS PH ALKL H2O PLS ENHN WTH ELCT DRNK WTR JUG 128 FL OZ,085005581000,ZEUS (VAV WATER NC LLC),PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.6485,1.6485,1.6485,1.0,5.2268,695.785105612446368,199.6790773731672,133.1193849154448,,3.4845,,,,,1.6485,0.0,0.0,0.0,0.0,1.6485,1.6485,0.0,0.0,0.0,0.0,1.6485,1 w/e 02/21/26,2026-02-21,2026,2,8,3.4845168295331161,3.6091540540540543,3.4533639366526092,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ZS 9.5 PLS PH ALKL H2O PLS ENHN WTH ELCT DRNK WTR BTL 67.6 FL OZ,085005581003,ZEUS (VAV WATER NC LLC),PLASTIC,BOTTLE,UNFLAVORED,67.6 FLUID OUNCE,NOT APPLICABLE,2 LITER,67.6 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2378,0.2378,0.2378,1.0,4.7488,54.737216790883304,32.73785086998478232,11.52646932119568104,1.6963,1.5257,,,,,0.0338,0.204,0.0,0.0,0.0,0.0338,0.0338,0.204,0.0,0.0,0.0,0.0338,1 w/e 02/21/26,2026-02-21,2026,2,8,1.6719856476916239,1.6719856476916239,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ZS 9.5 PLS PH ALKL H2O PLS ENHN WTH ELCT DRNK WTR JUG 101.4 FL OZ,085005581005,ZEUS (VAV WATER NC LLC),PLASTIC,JUG,UNFLAVORED,101.4 FLUID OUNCE,NOT APPLICABLE,3 LITER,101.4 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.8758,1.8758,1.8758,1.0,3.7576,917.28581067890023032,462.2321313350624,244.11634436132983,1.9845,,,,,,0.0,1.8758,0.0,0.0,0.0,0.0,0.0,1.8758,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.9844700281425889,1.9844700281425889,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ZS DRNK WTR BTL 128 FL OZ,085005581007,ZEUS (VAV WATER NC LLC),PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.1815,1.1815,1.1815,1.0,2.391,182.82020105543675032,114.69082725115438232,76.46054427387572744,1.7659,1.4185,,1.7659,,1.7659,0.4868,0.6947,0.2086,0.0,0.0,0.2782,0.4868,0.6947,0.2086,0.0,0.0,0.2782,1 w/e 02/21/26,2026-02-21,2026,2,8,1.5940263527360392,1.7016876080537997,6.3267344022614918,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
